image,pins,outputs
175.png,"[(71, 1), (30, 2), (7, 57), (8, 29), (61, 10), (70, 82), (37, 95), (54, 65)]","[-1.4642330426297008, 30.27238197533678, 20.6675669228661, 23.394709991186314, 13.189972993093644, 19.43061306380191, 28.594303554961183, 23.7842384425017]"
176.png,"[(35, 7), (61, 10), (53, 26)]","[30.298088833241682, -4.234825877692246, 4.275241991221293]"
177.png,"[(85, 17), (45, 80)]","[24.89815692209115, 37.756361126461314]"
178.png,"[(12, 75), (20, 24), (41, 99), (53, 98), (54, 61), (51, 33), (3, 78), (99, 88), (27, 95)]","[13.19982444087601, 22.44169730507084, 22.504320560183842, -14.570064819178375, -1.3464695366408348, 22.501700681440997, 55.31987289814089, 6.482239220013846, 16.418919338323057]"
179.png,"[(24, 47), (46, 70), (14, 28), (59, 87), (7, 85), (65, 40), (21, 24), (2, 90)]","[2.302139619052609, -3.6552141356720647, 38.40573938803405, -4.938141767355011, 33.81043112970757, -12.194901255530716, 31.621315332536255, 34.59153740811004]"
180.png,"[(25, 53), (11, 18), (33, 6), (51, 51), (76, 74), (8, 43), (80, 7), (43, 21), (9, 8)]","[22.991605935222264, 13.927267454881889, 4.49922266120076, 2.7300299162159463, 7.310501597396226, 21.58145470096771, 11.932587919728398, 21.848406624051904, 13.681596318542155]"
181.png,"[(37, 35), (45, 18)]","[27.46530672071127, 10.530461934687679]"
182.png,"[(74, 13), (99, 99), (81, 38)]","[27.545719940246872, 16.665717949870448, 12.181146611222816]"
183.png,"[(1, 24), (67, 25), (20, 21), (55, 28), (80, 22)]","[-8.174791821414928, 9.592959869656422, 16.30960006625711, 2.06413453228684, 8.136429284159815]"
184.png,"[(66, 48), (55, 36), (56, 56), (4, 83), (0, 28)]","[7.734836895854911, 5.068068364149063, 16.353386626678713, 13.190057436135222, 11.193384908201844]"
185.png,"[(20, 31), (59, 51), (86, 22), (93, 69), (62, 23), (23, 16), (37, 18), (7, 51)]","[5.130507888661328, -6.38920808339352, -8.87066125543489, -4.4469599103727, -1.6958960538230294, 1.7848494731277549, -7.93491794778881, 21.1867921551459]"
186.png,"[(43, 23), (36, 54)]","[24.97157022489312, 7.316169683412888]"
187.png,"[(83, 22), (32, 67), (60, 12), (28, 76), (44, 15), (22, 87)]","[27.06805436472835, -1.2158277554551586, 15.545506252527716, -1.5807729302544913, 26.027830883314476, -5.132153825263713]"
188.png,"[(86, 60), (65, 37)]","[10.6648022398112, 6.149908699065349]"
189.png,"[(85, 56), (65, 14), (23, 10)]","[1.425473942134726, 7.060652031453047, 22.594862424343148]"
190.png,"[(87, 58), (49, 13), (25, 91), (58, 97), (86, 87), (1, 65), (89, 52), (52, 72)]","[10.996286720224942, 24.860988074094955, 13.821199637307886, 39.25773602755321, 10.81666190434286, 42.972892733583166, 10.986488774473026, 29.474442801094057]"
191.png,"[(89, 45)]",[3.2375415122029105]
192.png,"[(68, 88), (72, 95)]","[14.080240955813176, 13.746986035847723]"
193.png,"[(46, 59), (5, 72), (82, 63), (86, 80), (79, 28), (52, 45), (86, 99), (87, 62), (22, 5)]","[11.484271948273923, 28.599802810222123, -12.078777481012587, -7.016308457066449, -12.456588712067152, -0.2687315533304686, 2.2692682607351133, -7.512978062636435, 39.03732643198131]"
194.png,"[(52, 60), (52, 50), (81, 54), (33, 90), (76, 63), (83, 88), (21, 48)]","[13.451222217462291, -6.825031221645742, 4.109058130993409, 36.845005518067964, -5.659296215225169, -10.181565686453988, 11.92218215813843]"
195.png,"[(37, 68), (23, 37), (21, 86)]","[11.119571836012637, 11.119571837017915, 11.119571837017915]"
196.png,"[(84, 69), (13, 87), (55, 83), (89, 31), (27, 66)]","[24.149786744078387, 2.557246609363974, -7.651345864495608, 16.973343531071563, 18.40132498791332]"
197.png,"[(80, 82), (65, 93), (98, 33), (62, 36), (26, 76), (70, 56), (30, 84), (14, 95)]","[9.025913164937773, 14.765405279978642, 1.9067384008930277, 10.1645256384605, 23.43260944832455, 11.454549976063994, 25.271050331532106, 13.839450802080027]"
198.png,"[(29, 87), (86, 89), (34, 26), (15, 95), (83, 86)]","[35.62385549742337, 39.575819469519075, 38.01480356199878, 41.10723609381571, 29.560546558851556]"
199.png,"[(38, 80), (43, 53), (63, 27), (72, 8)]","[13.892444118272525, 18.333104727901198, 32.71848268341064, -6.2574032977640694]"
200.png,"[(89, 53), (5, 36), (61, 26), (80, 8), (56, 11), (63, 92), (4, 56), (29, 88)]","[-12.226245498586621, 25.949047404900934, 23.62366412521965, 16.79809736033838, 19.588192147045433, 24.924161057594684, 25.760709331034064, 37.08808497695543]"
201.png,"[(15, 27), (10, 93)]","[23.343588670219738, 8.855622955518921]"
202.png,"[(89, 78), (82, 97), (81, 69), (85, 49), (51, 12), (63, 55), (87, 47)]","[11.700818212724405, 24.014146258065445, 16.262942690359075, -5.39800728373959, -1.8804433093063855, -6.616180693394827, -10.861403884056612]"
203.png,"[(38, 56), (47, 74)]","[19.519825178000396, 33.54028467421878]"
204.png,"[(39, 23), (84, 83)]","[13.18468836567693, -4.813561843941461]"
205.png,"[(73, 41), (68, 78), (18, 90), (44, 53), (59, 36), (45, 88), (22, 32)]","[23.03124493381353, 25.93798259349376, 17.666033364602146, 13.720894061136446, 26.527292914381075, 17.588927978085046, 8.929970729472277]"
206.png,"[(35, 49), (12, 61), (29, 44), (58, 98), (58, 86), (64, 14), (90, 67), (20, 78)]","[18.145429620541652, 28.10881787936347, 17.831044113297292, 7.772790029438681, 23.815458600412544, 6.5374362361319225, 16.93182632542828, 17.30055337427271]"
207.png,"[(74, 2), (23, 67), (14, 56), (89, 30), (37, 91), (83, 14)]","[27.899285513027046, 32.88562293735643, 9.270780976445764, -4.662609179630078, 27.074503408497193, -2.5941597769063067]"
208.png,"[(84, 19), (20, 15), (8, 73), (31, 47)]","[20.551564608305682, 19.07169971386022, 13.079823482713044, 17.10826328523542]"
209.png,"[(69, 9), (2, 14)]","[0.7799565596273956, 25.308718872773643]"
210.png,"[(74, 22), (80, 30), (95, 8), (77, 15), (60, 68), (87, 31), (53, 66)]","[7.3650317738928575, 7.781086110196397, 12.098881990736391, 13.355498840586819, 1.4931117325380328, 12.0734457899077, 12.31943778787493]"
211.png,"[(59, 6), (65, 48), (69, 63)]","[11.563510642457288, 11.65647596650375, 11.012463470944773]"
212.png,"[(4, 83), (58, 70), (69, 56)]","[11.072943385988742, -19.401023903930536, -8.020685324608502]"
213.png,"[(24, 40), (6, 22), (74, 68), (75, 4), (38, 92)]","[11.383410825633495, 44.90331591056814, -14.74102851635168, -16.17014225027323, 11.614502955497857]"
214.png,"[(44, 20), (59, 40), (17, 1), (5, 82)]","[11.395094392021416, 11.39509438754717, 11.39509438754717, 11.39509438754717]"
215.png,"[(72, 99), (11, 2), (5, 47), (21, 57), (48, 52)]","[13.07054714314793, 15.78256580558803, 16.323576186305264, 17.456021912718818, 12.619268741970899]"
216.png,"[(93, 50), (88, 99), (4, 19)]","[-0.7668654613307959, 7.934923775696277, 12.645326208708605]"
217.png,"[(54, 29), (36, 99), (88, 92), (78, 32), (61, 93), (66, 87)]","[13.531066667635868, 12.781450358419585, 9.723326524816459, 6.003327041565113, -10.456474800091618, -7.197162813738751]"
218.png,"[(13, 85), (79, 35), (85, 75), (36, 76), (87, 38), (83, 74), (56, 71), (80, 18)]","[13.550722341921647, -3.54485087100867, 10.794853859992445, 5.516322012153728, 8.23329020373068, 10.613136067369027, 9.692199759586956, 10.723758373501266]"
219.png,"[(9, 34), (94, 39), (72, 76), (82, 57), (28, 14), (45, 23)]","[9.330762471542522, 21.920214074941093, 14.134936934121265, 19.045050573030984, 19.05214465446669, 16.932962451078602]"
220.png,"[(11, 50), (99, 51), (59, 30), (62, 27), (21, 63)]","[26.119797367940855, 23.71902603378823, -13.285827930627265, -7.2104594732726515, 14.186255621570211]"
221.png,"[(99, 41), (42, 11), (68, 69), (74, 7), (54, 26), (10, 80), (44, 89), (8, 77)]","[2.608049127957126, 2.1132371740811537, 13.980218770287907, 22.697643774703252, 17.367861195639463, 8.110887171251305, 15.936122738836733, 11.205247465277973]"
222.png,"[(48, 82), (83, 63), (28, 73), (80, 89), (55, 70)]","[19.64414011422931, 5.866742198502225, 0.470383662817211, 29.096212747982968, 29.955690131186056]"
223.png,"[(10, 27), (58, 87), (4, 68), (3, 5), (71, 20), (12, 63)]","[16.45457171011949, 23.81239736379305, 4.658557234579232, 9.807647986244252, -8.940681120043742, 22.270074159137113]"
224.png,"[(84, 33), (53, 50), (24, 80), (45, 61)]","[45.62357492009019, 38.12146791725033, 47.222416588950885, 36.09713859291434]"
225.png,"[(49, 19), (20, 74)]","[14.857165779759482, 4.560084596208611]"
226.png,"[(46, 82), (48, 50), (4, 91), (52, 40)]","[12.619758028026629, 10.111406483028029, 25.7822340471992, 6.403580914239553]"
227.png,"[(61, 22), (19, 46), (74, 18), (29, 76), (12, 53), (0, 62), (12, 16), (90, 3), (83, 0)]","[37.68696640028091, 17.961030224796826, 33.22874097537776, 17.35674174131657, 29.855065056545104, 37.77187041358203, 32.56992553516226, 3.7600012501605597, 11.890249263120904]"
228.png,"[(61, 7), (42, 98), (15, 16), (72, 44), (47, 47)]","[23.751086227441952, 23.75108621868587, 23.75108621868587, 23.75108621868587, 23.75108621868587]"
229.png,"[(5, 69), (10, 22), (35, 2), (94, 1)]","[27.311622070368752, 23.64719834816131, 26.549252586120197, 24.949440882970617]"
230.png,"[(88, 91), (81, 29), (40, 52), (45, 2), (53, 65), (69, 56)]","[16.788770805628552, 19.470219618553816, 11.665578127538973, 26.673655490770088, 5.780304626123004, -12.96191590329563]"
231.png,"[(70, 96), (96, 51)]","[4.366782326033746, -9.454992661794664]"
232.png,"[(52, 90), (70, 29), (87, 71)]","[28.401858036247525, 35.8676900988029, 12.426114210840677]"
233.png,"[(90, 15), (0, 13)]","[28.972728552018456, 7.165082441876666]"
234.png,"[(49, 15), (20, 61), (53, 90), (36, 81), (15, 47), (8, 4), (3, 44), (14, 79)]","[3.7781751567047435, 14.597770678616248, 16.761461487308008, 10.015314720399301, 18.546932588243195, 10.056947598209614, 13.178751788988826, 16.49202839874964]"
235.png,"[(99, 85), (79, 69), (75, 16), (23, 61), (33, 23), (50, 54), (94, 0), (20, 3), (40, 72)]","[-6.141520481575732, -8.545068618477114, 8.388101557783159, 24.417387301123526, 33.515403510198674, 2.725419110325375, -14.643319784802499, 24.672032586701548, 18.921633849128213]"
236.png,"[(31, 12), (28, 79), (92, 1)]","[11.926644263469687, 12.342359765878571, 12.411383244188395]"
237.png,"[(55, 58), (33, 46), (60, 12), (28, 51), (52, 10), (78, 74), (40, 29), (83, 93), (65, 33)]","[13.539989041021478, 21.78075385804999, 13.192338943766774, 21.702783061656802, 13.854172639706992, 16.25903090211735, 20.54295662695319, 19.919649196044116, 13.222124254271417]"
238.png,"[(15, 51), (65, 90), (0, 37), (18, 7), (29, 68), (69, 51), (2, 24)]","[10.091816425614502, 25.668963110612054, 25.592479975201112, 21.870196856989832, 16.089565697490677, 22.810180429807083, 26.819959463421856]"
239.png,"[(26, 23), (6, 38), (8, 79), (98, 27), (26, 74)]","[24.42545432019636, 16.447491094125127, 11.498556707835032, -11.377835305096603, 26.359247502218235]"
240.png,"[(52, 92), (75, 62), (2, 98), (22, 56), (42, 1), (63, 69), (92, 9)]","[17.966314337392706, 11.502934057330108, 14.018948118239214, 13.015981746211187, 14.88765677939232, 13.958960619701108, 23.60064261910967]"
241.png,"[(79, 8), (10, 41), (48, 81), (69, 97)]","[25.02037367824363, 4.185016172975438, 22.618081960740458, 5.140076151239393]"
242.png,"[(25, 6), (91, 14), (33, 72), (30, 34)]","[13.404493719849343, 13.367942728581522, 13.046419600862421, 13.094051173037872]"
243.png,"[(68, 45), (58, 83), (18, 13), (56, 51), (89, 34), (97, 36), (11, 71), (32, 63), (28, 20)]","[37.00639814612639, 37.00639814612639, 37.00639814612639, 37.00639814612639, 37.00639814612639, 37.00639814612639, 37.00639814612639, 37.00639814612639, 37.00639814612639]"
244.png,"[(97, 2), (42, 87), (44, 92), (2, 46), (26, 0), (71, 51)]","[11.290389596912052, 14.911109524035783, 11.209653871891698, 41.100087491164274, 12.328418624864002, 28.38298010932517]"
245.png,"[(5, 90), (53, 99), (66, 47)]","[20.33816112714987, 4.344292185378371, 6.871231165379114]"
246.png,"[(17, 18), (33, 98), (84, 55), (33, 48), (32, 11), (45, 31)]","[11.20135243390045, 14.354519597993665, 9.633795766399174, 14.35451960146074, 14.41481599804085, 11.236688453789625]"
247.png,"[(31, 55)]",[11.740511298904162]
248.png,"[(5, 17), (68, 56), (60, 67)]","[13.52893836583111, 13.808710340708945, 10.532438680047012]"
249.png,"[(43, 62), (39, 91), (55, 76), (99, 0)]","[2.251098246717954, 5.6331167590008935, -10.288161905743976, 19.525677900993063]"
250.png,"[(69, 55), (73, 79), (6, 47), (30, 86), (5, 8), (64, 68), (59, 32), (63, 33)]","[9.234197131287592, 1.336456822515534, 11.672844495589162, 23.436348982028864, 9.327889305716628, 13.176024691949753, 9.509671063707389, 12.385001481891138]"
251.png,"[(55, 23), (41, 40), (65, 77), (0, 28)]","[3.19312918901607, 10.404922769490174, 26.820515512412282, 3.2164361616354014]"
252.png,"[(73, 2)]",[23.198783514192097]
253.png,"[(50, 33), (89, 21), (50, 40), (32, 24), (37, 45), (2, 92), (71, 55)]","[7.857986636452247, 46.44212892733355, 0.8509071783692588, 57.74543934934045, 21.638279823408745, 12.735835015660626, 11.352972907827859]"
254.png,"[(35, 76), (35, 50), (6, 70), (76, 33), (56, 27)]","[11.524042262983878, 21.61774256543626, 12.877759961149513, 17.2559215361851, 16.730238067443196]"
255.png,"[(14, 64), (59, 82)]","[12.43561495092192, -5.968596733382292]"
256.png,"[(27, 39), (11, 12), (65, 88), (35, 63), (29, 88), (72, 74), (78, 76)]","[13.661757572103566, 22.919790591544743, 11.144616008612605, 22.29104829875089, 36.828639870957865, 3.6541422461058426, 14.057952421287913]"
257.png,"[(89, 67)]",[12.547940993931341]
258.png,"[(26, 64), (84, 43), (60, 64), (36, 37), (78, 23), (26, 51), (60, 96), (65, 70)]","[12.286871190209311, 12.98779229852856, 25.736717212871554, 12.001560418757988, 8.601089983422428, 11.65818573177948, 35.785045312309215, 16.716029319455075]"
259.png,"[(88, 41), (85, 24), (5, 69), (10, 23)]","[11.72460056567251, 11.794592484059688, 23.13662137072897, 17.58227063613579]"
260.png,"[(99, 53), (44, 74), (30, 86)]","[-6.660118289774016, 29.471597596590026, 36.86753615778413]"
261.png,"[(99, 23), (37, 72), (53, 5), (1, 15), (45, 42)]","[2.339432367228679, 14.367272220416954, 11.056483440131286, 13.491759333845298, 23.5661146418923]"
262.png,"[(71, 97), (87, 83), (83, 66), (24, 14)]","[-8.05672282112163, -9.18958561979116, -15.941888056738554, 46.37684256173089]"
263.png,"[(57, 65), (29, 14), (90, 32), (63, 72), (44, 56), (18, 4), (66, 37)]","[13.445563075488913, 28.998534953981068, -2.7941536777201117, 8.333333441761335, 13.002099417717767, 16.185841530165167, 8.225128973294197]"
264.png,"[(78, 36), (6, 58)]","[-6.223762992849834, 17.065413581294358]"
265.png,"[(70, 92), (66, 2), (72, 77), (61, 17), (95, 82), (60, 47)]","[9.593894259018215, 14.395948270687834, 11.205927262312656, 11.629013846541254, 27.843830042420958, 10.85101497556417]"
266.png,"[(68, 87), (31, 66), (70, 92), (63, 22), (33, 78), (58, 65), (26, 60), (6, 96), (76, 77)]","[10.721041374766434, 25.163021101890966, 1.7954968619093004, 8.31865837157921, -0.08438633769288972, 12.332612277753457, 31.549307743093625, 8.617634080356192, 16.159219458866954]"
267.png,"[(23, 60), (60, 47), (46, 86), (2, 48), (75, 93), (16, 38)]","[21.573185096945373, 29.87610520557898, 2.1387220146630717, -5.462058732069108, 11.756148243874296, 9.947440730462418]"
268.png,"[(44, 42), (97, 93), (7, 92), (11, 53), (10, 93), (93, 7)]","[14.51036279579998, -2.9481266191354862, 9.801910479732214, 6.738228201351047, 19.436753644565375, 13.212212975508342]"
269.png,"[(21, 46), (44, 19)]","[9.554048996400233, 9.737622647828964]"
270.png,"[(8, 15), (92, 46), (14, 37), (24, 29)]","[11.117506545387263, -7.0675729335099655, 18.028767381685284, 26.28366803372805]"
271.png,"[(29, 42), (34, 97)]","[31.88297627101302, 31.89921515785682]"
272.png,"[(76, 50)]",[22.14926686082364]
273.png,"[(0, 57)]",[39.47751998656029]
274.png,"[(32, 21), (90, 83)]","[8.034972675935222, 9.371044318850558]"
275.png,"[(8, 7), (38, 70), (11, 53), (53, 42), (5, 73), (72, 43)]","[41.57817305942901, 6.538595446093125, 31.631094056829014, 16.570921619865274, 47.376925237845235, 12.754415870223657]"
276.png,"[(4, 23), (79, 91), (8, 33), (52, 94), (79, 18), (23, 9), (6, 47), (54, 19)]","[16.922045582365666, 12.620010110052297, 21.7323936982299, 21.146709996815154, 30.796803059697552, 33.76051842946704, 21.09905582992837, 12.703751207117683]"
277.png,"[(77, 3), (47, 21), (8, 23), (67, 13), (63, 55), (47, 37), (74, 39), (81, 1)]","[37.529504941787025, 16.905712353503432, 13.729384506194204, 25.393978970477797, 21.650893304785015, 41.6767475127858, 36.6378806524616, 33.332565026202666]"
278.png,"[(36, 74), (19, 54), (57, 40), (49, 82), (28, 0), (85, 22), (27, 87)]","[7.244165411498152, 1.921119153064112, -2.2718179782448886, 25.30979677718297, 14.79209377238244, 13.361965766852649, 15.53505501719121]"
279.png,"[(71, 87), (7, 91), (50, 25), (33, 48), (48, 1), (22, 18), (9, 22), (25, 15), (31, 18)]","[11.80054372938504, 35.5265124868033, 11.823802610517143, 32.034094786877766, 9.139763561053437, 25.426762495927456, 22.426421509987467, 29.475106415368685, 30.54558479482345]"
280.png,"[(47, 28), (39, 18), (77, 58), (16, 53), (47, 46)]","[43.83411817292384, 10.669773691253946, 30.11613647182516, 24.985935175697705, 21.295514368703483]"
281.png,"[(58, 65), (5, 51), (34, 39), (63, 49), (51, 72), (69, 81), (86, 35)]","[11.977441165726642, 11.977441142971267, 11.977441142971267, 11.977441142971267, 11.977441142971267, 11.977441142971267, 11.977441142971267]"
282.png,"[(71, 18), (10, 8)]","[8.06072437068687, 7.972451441854574]"
283.png,"[(18, 0)]",[29.835187613720173]
284.png,"[(60, 67), (65, 85)]","[40.82172312612697, 25.041381415405795]"
285.png,"[(28, 0), (57, 99), (58, 92), (22, 18), (85, 55), (33, 72), (36, 22), (16, 89)]","[11.110951976517827, 19.845879239934845, 20.09917752640088, 7.7155975986749175, 9.740062775770191, 11.23830066320074, 13.306801077307705, 15.442127972166737]"
286.png,"[(48, 60), (89, 25), (51, 82), (93, 76), (16, 56), (77, 60)]","[19.29943951347617, -11.132310895966192, 4.9367837718295755, -14.3772905668046, 8.220970066708773, 6.966358382739872]"
287.png,"[(62, 5), (81, 64), (23, 50)]","[12.902098226448361, 17.80930433347949, 31.83789248101201]"
288.png,"[(0, 9), (75, 63), (32, 43), (59, 32), (69, 23)]","[26.47121853743085, 14.42288909500213, 12.451682351831405, 16.782101958600308, 12.138500751330692]"
289.png,"[(97, 38), (19, 3), (96, 57), (28, 99), (55, 97), (4, 45), (11, 7), (61, 72)]","[27.61849044154554, 10.484257240468866, 27.91986665770721, 26.486404112555963, 5.980854638715647, 6.683122523742751, 4.886453741167113, 25.765591115711608]"
290.png,"[(15, 91), (59, 2), (51, 77), (21, 49), (49, 77), (28, 37), (5, 0), (4, 10)]","[17.480533880828393, 23.56334043696162, 32.78022722721835, 13.555990941808965, 31.23134149588263, 10.19720765995445, 39.59708867106005, 40.0758139796213]"
291.png,"[(69, 4), (51, 13), (31, 45), (68, 65), (14, 98), (20, 10), (76, 88), (59, 78)]","[12.935238455884479, 15.454263855705829, 36.521031278300306, 6.858816718113266, 12.7355916055816, 18.073004075594465, 10.440808417676088, 8.153743241390313]"
292.png,"[(14, 37), (7, 98), (95, 78), (83, 4)]","[14.660606662320466, 15.040919991016498, 13.115734342325343, 13.972310739390148]"
293.png,"[(1, 95), (51, 24), (43, 92), (61, 90), (76, 20), (20, 53)]","[35.28359933150163, 20.601058601858444, 13.392658371795266, 35.223735290382535, 17.220376441133226, 13.195002778017905]"
294.png,"[(17, 76), (92, 92), (39, 44), (2, 60), (94, 82)]","[-2.2135409197062974, -1.9686690496417967, 20.995361209832904, 33.31508695161009, -2.527140566074791]"
295.png,"[(94, 34), (32, 45), (11, 98)]","[-3.2603311518165716, 27.28229334183743, 15.832449297577401]"
296.png,"[(55, 26), (68, 33), (75, 19), (32, 57), (15, 22), (26, 49)]","[12.678794867236826, 8.837604014363107, 12.479881567406988, 27.505018845552467, 12.69431169164856, 25.057783295046114]"
297.png,"[(90, 4), (55, 62), (36, 3), (85, 96), (93, 58), (6, 80), (83, 80), (42, 42), (38, 60)]","[23.5363361901798, 6.84606205467109, 23.232428391570835, 16.386222260124804, 24.117678566653307, 10.808328688543135, 15.75953543814521, 15.633969723277602, 22.298141704474396]"
298.png,"[(22, 29), (42, 49)]","[4.304361561954936, 2.582045835748057]"
299.png,"[(34, 60), (7, 85), (97, 11)]","[11.410141012091314, 20.487239502461016, 13.690681234870496]"
300.png,"[(92, 37), (43, 25)]","[-2.2742796962918845, 11.283211955869993]"
301.png,"[(62, 41)]",[33.39061138178744]
302.png,"[(69, 44), (35, 19), (15, 78), (16, 88), (38, 38)]","[21.824821080686505, 14.20898227690089, 18.65574195584734, 21.06678370252834, 9.238552936955971]"
303.png,"[(31, 7), (8, 89), (72, 48), (49, 22)]","[27.211427275116918, 8.79315391071319, 12.831484282908217, 9.002772871261616]"
304.png,"[(95, 59), (44, 95), (35, 21), (16, 86)]","[31.69418943711658, 22.06245697493593, -7.585650199391522, 8.520198333715026]"
305.png,"[(59, 36), (35, 79), (44, 92), (67, 5), (22, 13)]","[-9.220972869819938, 7.654529638660777, 18.561834618231366, -4.929752748195264, 18.655177709744052]"
306.png,"[(5, 42), (11, 65), (43, 12), (85, 58), (79, 6)]","[15.79137536338514, 10.754553752099739, 24.6459873436245, -14.988720160315616, 2.646542480735411]"
307.png,"[(89, 28), (83, 56), (80, 51), (13, 85), (46, 59), (73, 37)]","[8.369331207854557, 9.583269196066484, 2.3442221031448405, 16.63389229340927, 10.446072128074697, 14.933471213007419]"
308.png,"[(81, 4), (76, 30), (4, 58), (20, 74), (4, 48)]","[6.25518870335211, 20.69162615797617, 42.264925665024, 6.939144237652021, 40.83208535867027]"
309.png,"[(54, 51), (40, 17)]","[17.04486882323247, 11.170730219375264]"
310.png,"[(44, 13), (23, 29), (64, 76), (95, 20), (81, 61), (38, 45), (76, 0), (45, 97)]","[16.18326094524566, 20.844338640199954, 12.011619864118375, 10.8650590816429, 13.393497631863166, 12.301923909442394, 13.617966410998907, 10.730327641124946]"
311.png,"[(25, 60), (12, 28), (17, 28), (48, 28), (35, 82)]","[6.032700439318714, 38.16240095359928, 38.40412196838716, 27.566548861283714, 29.29768530491342]"
312.png,"[(42, 40), (99, 91), (54, 39), (23, 76), (34, 62), (93, 79), (52, 82), (65, 2), (23, 5)]","[17.38092069216509, 6.563666507778191, 14.97906714200125, 20.021780407522748, 25.055875400740884, 4.154243372511549, 15.384384117637982, 5.716949809218901, 15.570873150674018]"
313.png,"[(63, 10), (74, 84), (67, 8), (2, 12)]","[13.213107147062848, 8.213572601847416, 11.951364178971899, 14.6988220223927]"
314.png,"[(12, 56), (33, 13), (75, 13)]","[10.630879901810665, 24.951345386183156, 22.361164242872057]"
315.png,"[(5, 63), (23, 58), (58, 38), (31, 8), (91, 63)]","[9.240161136968629, 26.498976100864656, 16.237474515445868, 38.55004944173938, -12.539482958738557]"
316.png,"[(2, 68), (64, 65)]","[22.77102282786453, 24.344631182639915]"
317.png,"[(6, 84), (64, 85), (46, 25)]","[13.186392530088856, 19.344877524265264, 11.043743437423844]"
318.png,"[(95, 20), (16, 83)]","[2.6181891821156538, 10.469143156420305]"
319.png,"[(81, 63), (92, 34), (46, 8), (54, 13), (90, 14), (90, 99), (98, 77), (43, 97), (3, 52)]","[2.1894532188035036, 10.78327489015196, -0.2002896140168518, -3.7741777897798197, 9.219485193624706, 9.219485196580838, 16.040971483018335, 2.4304701153260675, 29.091500913306664]"
320.png,"[(86, 83), (92, 52)]","[6.802423837640534, 7.8741170328762164]"
321.png,"[(97, 85), (61, 50), (77, 4), (10, 25)]","[-9.328045063467043, -6.361757014129452, -5.889025557631319, 22.097315954292537]"
322.png,"[(41, 41), (78, 77), (99, 88), (84, 59), (54, 31), (2, 60), (88, 17), (32, 83), (42, 60)]","[18.835284917764824, 23.22962569825596, 25.749939657718333, 2.1813280096727072, 13.46365969998885, 11.677827595907079, 18.95870473297715, 22.900289158585462, 22.16097995404874]"
323.png,"[(96, 58), (37, 35), (74, 7), (77, 36)]","[38.05658731819965, 44.48772350093231, 23.65741923939753, 29.823571781874]"
324.png,"[(0, 1), (45, 3), (39, 71), (58, 84)]","[11.20806621568637, 35.943084426518766, 50.09926095287526, 16.5387219783061]"
325.png,"[(28, 51), (43, 60), (72, 17), (91, 44), (26, 40), (83, 25), (89, 32), (31, 38), (32, 40)]","[29.870845170235768, 32.02233838303913, 3.667208241562766, -7.061524259682264, 26.24187815214721, -10.030059905740329, -6.595979900078744, 26.966321464816254, 27.74044757902996]"
326.png,"[(15, 54), (7, 52), (21, 17), (88, 89), (85, 33), (5, 81)]","[30.87727552021243, 21.247614159095125, 17.913055921810642, 1.2224175058083468, 6.604257114366813, 22.03754167769681]"
327.png,"[(28, 60)]",[10.87424929216792]
328.png,"[(34, 99)]",[16.686463934652153]
329.png,"[(12, 97), (10, 62), (17, 87), (54, 59), (36, 9), (94, 45), (61, 8), (43, 24)]","[1.2637161403429817, 19.632071151284936, -6.596824313922047, 17.099490601608682, 35.10459457931149, 24.497699104785863, 18.89660406761879, -3.5447659091394383]"
330.png,"[(51, 20), (52, 37), (42, 27), (86, 90), (79, 30), (66, 57), (41, 55), (35, 22), (20, 51)]","[26.44169277901962, 25.761839519449296, 16.39086374612788, 13.585697437696426, 20.319359796186312, 36.49147412238213, 9.245736090118854, 14.30533123856485, 16.424020072857495]"
331.png,"[(24, 7), (97, 30), (14, 8)]","[31.586793806016722, -13.391230015520742, 19.627319993981974]"
332.png,"[(12, 97), (79, 80), (46, 45), (75, 58)]","[32.27464763179343, 5.339742507676172, 29.262615417897774, 20.392832625167213]"
333.png,"[(51, 70)]",[22.026126264995284]
334.png,"[(28, 35), (6, 48), (52, 24), (40, 2), (40, 57), (82, 98), (46, 51), (77, 23), (99, 73)]","[15.274359044090925, 3.012423611058715, -7.788611852771298, 22.253337622415245, 23.62872934195228, 7.170379254607425, 26.85737743660093, 12.613410784674302, 5.080129279409121]"
335.png,"[(91, 60), (17, 72), (66, 86), (27, 63), (44, 38), (31, 67), (60, 64)]","[18.07251001287792, 0.4625020125198549, 19.19024937984538, 16.364361608378424, 16.34621771796713, 18.43516524249953, 30.210317130355115]"
336.png,"[(55, 79), (87, 69), (89, 82), (62, 6), (98, 60), (16, 49)]","[2.5140966417595294, 8.030143257642507, 13.503993052001316, 12.618387905851412, 12.912093532418648, 15.365073645968833]"
337.png,"[(19, 42), (99, 41)]","[-6.26524721063396, -4.539400314947715]"
338.png,"[(72, 45), (73, 54), (7, 40), (61, 25)]","[10.220229106016452, 3.6847021422490256, 5.1367825373679725, 11.778459483671092]"
339.png,"[(11, 98), (24, 80), (21, 39), (93, 31), (52, 78)]","[-10.735318290134666, 16.731515698602628, 1.503653906629845, 11.642471334376781, 12.843914858620801]"
340.png,"[(45, 63), (89, 87), (26, 24), (83, 0)]","[16.476109693656916, -7.66875821102502, 29.139119985826284, 3.4164641625348136]"
