image,pins,outputs
138.npy,"[(71, 41), (71, 92), (15, 81), (38, 2), (22, 40), (16, 95), (22, 21), (57, 17), (10, 52), (4, 13)]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
139.npy,"[(58, 64), (82, 99), (54, 59), (22, 44), (43, 86), (36, 27), (8, 8), (35, 57), (93, 0), (82, 30)]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
140.npy,"[(30, 51), (96, 82), (50, 85), (73, 1), (95, 87), (4, 63), (83, 28), (37, 52), (53, 16), (58, 81)]","[0, 0, 2, 0, 0, 0, 2, 2, 0, 0]"
141.npy,"[(34, 25), (85, 44), (71, 46), (59, 47), (28, 52), (90, 80), (44, 25), (78, 37), (26, 45), (14, 23)]","[1, 0, 2, 3, 4, 0, 1, 0, 4, 7]"
142.npy,"[(24, 63), (77, 86), (5, 31), (65, 57), (81, 78), (57, 8), (24, 36), (12, 93), (69, 54), (84, 73)]","[0, 2, 0, 1, 1, 4, 0, 0, 1, 0]"
143.npy,"[(75, 85), (5, 14), (82, 58), (57, 45), (67, 38), (34, 27), (24, 34), (56, 56), (93, 85), (89, 38)]","[0, 1, 0, 0, 1, 2, 0, 0, 0, 0]"
144.npy,"[(93, 29), (89, 48), (17, 61), (70, 64), (59, 18), (33, 45), (66, 74), (43, 21), (85, 97), (32, 4)]","[0, 0, 1, 1, 0, 1, 2, 1, 0, 1]"
145.npy,"[(13, 1), (68, 83), (21, 53), (62, 8), (97, 15), (81, 86), (87, 34), (71, 55), (26, 89), (18, 61)]","[0, 2, 0, 0, 0, 0, 0, 0, 2, 0]"
146.npy,"[(35, 20), (11, 29), (57, 61), (50, 52), (55, 91), (81, 0), (86, 0), (38, 51), (57, 90), (70, 24)]","[0, 0, 3, 0, 3, 0, 0, 1, 2, 0]"
147.npy,"[(29, 3), (27, 99), (79, 74), (41, 9), (98, 83), (8, 3), (75, 18), (66, 13), (54, 87), (97, 73)]","[0, 0, 0, 2, 0, 1, 0, 1, 3, 0]"
148.npy,"[(46, 10), (63, 90), (22, 66), (19, 63), (42, 80), (30, 97), (72, 38), (19, 68), (88, 63), (37, 44)]","[7, 2, 0, 0, 1, 1, 1, 0, 1, 1]"
149.npy,"[(86, 28), (2, 99), (32, 87), (97, 5), (9, 31), (3, 56), (98, 67), (93, 79), (25, 11), (56, 45)]","[0, 3, 2, 0, 1, 0, 0, 0, 0, 3]"
150.npy,"[(79, 67), (18, 71), (84, 63), (82, 70), (52, 48), (5, 77), (42, 94), (75, 51), (85, 78), (33, 43)]","[1, 0, 2, 1, 0, 0, 0, 0, 1, 0]"
151.npy,"[(76, 2), (22, 37), (73, 96), (81, 25), (82, 87), (67, 97), (88, 42), (17, 15), (27, 68), (23, 97)]","[0, 4, 1, 2, 1, 1, 1, 0, 1, 1]"
152.npy,"[(16, 56), (66, 32), (88, 71), (41, 50), (53, 46), (21, 7), (36, 91), (54, 13), (99, 2), (16, 92)]","[0, 1, 1, 2, 4, 3, 1, 1, 2, 1]"
153.npy,"[(19, 83), (82, 40), (73, 31), (70, 48), (7, 19), (8, 87), (77, 3), (48, 86), (72, 30), (79, 85)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154.npy,"[(33, 69), (89, 70), (41, 25), (8, 7), (66, 28), (81, 4), (21, 76), (92, 88), (93, 24), (20, 48)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155.npy,"[(16, 89), (21, 10), (1, 96), (97, 7), (47, 58), (49, 52), (64, 13), (54, 19), (9, 25), (58, 83)]","[0, 0, 0, 1, 1, 3, 2, 3, 0, 3]"
156.npy,"[(65, 14), (26, 18), (15, 92), (77, 54), (22, 41), (23, 10), (91, 26), (53, 69), (50, 55), (87, 60)]","[0, 1, 1, 0, 0, 0, 0, 4, 4, 0]"
157.npy,"[(11, 57), (28, 38), (50, 58), (69, 42), (33, 26), (47, 7), (29, 30), (92, 47), (39, 6), (74, 54)]","[0, 0, 1, 1, 1, 1, 1, 3, 0, 2]"
158.npy,"[(42, 53), (19, 37), (49, 0), (63, 41), (78, 88), (78, 63), (37, 51), (92, 56), (56, 64), (54, 32)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
159.npy,"[(65, 70), (3, 15), (43, 13), (67, 71), (4, 47), (30, 91), (16, 77), (31, 90), (36, 79), (53, 4)]","[4, 0, 0, 5, 0, 0, 0, 0, 4, 0]"
160.npy,"[(79, 54), (31, 73), (5, 92), (9, 46), (33, 15), (30, 25), (96, 59), (41, 24), (91, 12), (28, 66)]","[0, 2, 4, 0, 0, 0, 0, 0, 0, 3]"
161.npy,"[(15, 18), (0, 20), (36, 24), (9, 25), (34, 59), (27, 22), (47, 59), (26, 84), (50, 3), (69, 89)]","[0, 0, 3, 0, 2, 1, 3, 1, 2, 3]"
162.npy,"[(61, 94), (8, 85), (66, 49), (44, 23), (14, 74), (97, 75), (65, 57), (17, 95), (17, 0), (56, 34)]","[0, 3, 0, 1, 1, 0, 0, 1, 4, 0]"
163.npy,"[(3, 23), (81, 33), (77, 2), (68, 23), (45, 12), (98, 13), (80, 50), (24, 62), (37, 93), (5, 79)]","[0, 3, 2, 2, 2, 0, 8, 2, 2, 0]"
164.npy,"[(86, 67), (42, 49), (12, 63), (63, 37), (74, 8), (71, 59), (95, 79), (98, 59), (13, 72), (8, 28)]","[3, 0, 0, 3, 1, 1, 1, 1, 0, 0]"
165.npy,"[(99, 61), (62, 95), (10, 9), (13, 28), (50, 32), (58, 29), (81, 9), (1, 17), (75, 23), (84, 73)]","[0, 4, 1, 0, 1, 0, 0, 1, 0, 0]"
166.npy,"[(93, 18), (67, 51), (8, 6), (72, 87), (12, 38), (22, 61), (48, 31), (4, 95), (50, 76), (58, 79)]","[2, 3, 0, 6, 0, 0, 1, 0, 3, 2]"
167.npy,"[(35, 16), (31, 89), (85, 58), (6, 41), (59, 39), (64, 28), (97, 76), (58, 43), (7, 60), (9, 98)]","[3, 2, 0, 0, 1, 2, 0, 1, 3, 3]"
168.npy,"[(4, 61), (46, 17), (26, 41), (52, 21), (87, 8), (10, 22), (55, 8), (0, 94), (40, 51), (18, 88)]","[0, 7, 0, 6, 5, 0, 7, 0, 7, 0]"
169.npy,"[(25, 92), (39, 62), (27, 26), (97, 4), (99, 60), (17, 78), (84, 51), (90, 23), (21, 91), (0, 43)]","[0, 0, 0, 4, 1, 0, 0, 2, 0, 0]"
170.npy,"[(86, 59), (97, 99), (84, 88), (43, 36), (70, 83), (6, 56), (23, 58), (55, 80), (76, 71), (85, 62)]","[0, 0, 0, 2, 0, 1, 0, 0, 0, 0]"
171.npy,"[(63, 3), (86, 43), (86, 54), (33, 63), (32, 87), (4, 17), (2, 79), (10, 80), (68, 18), (93, 84)]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
172.npy,"[(67, 76), (97, 18), (57, 63), (34, 46), (63, 66), (47, 75), (41, 0), (31, 50), (74, 38), (90, 35)]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
173.npy,"[(32, 3), (23, 9), (51, 57), (62, 70), (28, 80), (85, 15), (43, 65), (81, 32), (66, 23), (85, 98)]","[0, 1, 2, 1, 3, 0, 0, 0, 2, 1]"
174.npy,"[(66, 10), (47, 74), (26, 3), (51, 85), (64, 60), (88, 96), (57, 30), (77, 45), (52, 61), (72, 5)]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
175.npy,"[(40, 99), (17, 1), (64, 29), (37, 59), (56, 88), (86, 48), (95, 84), (29, 85), (30, 6), (37, 99)]","[0, 0, 0, 3, 1, 1, 2, 2, 3, 0]"
176.npy,"[(86, 94), (41, 63), (11, 38), (73, 4), (61, 97), (36, 61), (50, 45), (40, 72), (85, 66), (9, 33)]","[0, 3, 0, 3, 1, 1, 7, 3, 0, 0]"
177.npy,"[(1, 39), (75, 59), (74, 80), (90, 3), (45, 62), (89, 26), (64, 49), (55, 7), (68, 99), (60, 83)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178.npy,"[(77, 6), (69, 0), (13, 80), (71, 40), (99, 28), (24, 29), (49, 55), (92, 47), (3, 56), (9, 1)]","[0, 0, 0, 2, 0, 1, 0, 1, 0, 0]"
179.npy,"[(15, 76), (21, 10), (61, 89), (9, 62), (32, 42), (10, 20), (39, 51), (87, 6), (4, 97), (60, 89)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180.npy,"[(32, 5), (77, 82), (58, 15), (56, 62), (17, 27), (53, 40), (45, 95), (47, 8), (39, 64), (34, 12)]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
181.npy,"[(1, 47), (47, 50), (88, 8), (68, 4), (91, 48), (74, 71), (51, 25), (37, 87), (93, 23), (14, 86)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182.npy,"[(76, 39), (78, 85), (81, 66), (71, 33), (28, 57), (29, 74), (98, 7), (42, 99), (83, 18), (74, 94)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
183.npy,"[(31, 60), (33, 55), (27, 5), (34, 65), (56, 44), (66, 70), (33, 68), (13, 97), (92, 75), (99, 48)]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
184.npy,"[(23, 14), (28, 83), (25, 29), (2, 26), (62, 95), (6, 21), (85, 9), (22, 76), (50, 78), (19, 68)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
185.npy,"[(79, 43), (41, 45), (18, 37), (82, 28), (51, 22), (76, 12), (82, 4), (88, 6), (36, 32), (18, 86)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
186.npy,"[(37, 97), (79, 93), (23, 13), (17, 83), (45, 3), (69, 3), (6, 51), (95, 23), (3, 10), (34, 94)]","[1, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
187.npy,"[(83, 32), (52, 98), (72, 54), (80, 69), (9, 10), (92, 97), (67, 71), (81, 54), (67, 7), (70, 98)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
188.npy,"[(70, 11), (38, 72), (57, 9), (45, 34), (90, 74), (0, 63), (43, 35), (93, 71), (58, 53), (15, 67)]","[3, 1, 3, 3, 5, 0, 2, 7, 3, 0]"
189.npy,"[(68, 41), (87, 73), (6, 47), (68, 42), (96, 40), (98, 91), (88, 42), (68, 49), (21, 86), (52, 17)]","[0, 0, 4, 0, 0, 0, 0, 0, 1, 0]"
190.npy,"[(28, 54), (91, 47), (89, 76), (53, 86), (57, 20), (57, 89), (59, 90), (96, 94), (15, 73), (54, 78)]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]"
191.npy,"[(83, 18), (29, 75), (11, 80), (98, 83), (84, 2), (10, 84), (78, 81), (70, 6), (38, 31), (76, 82)]","[0, 1, 3, 0, 0, 1, 0, 0, 0, 0]"
192.npy,"[(18, 97), (30, 89), (27, 79), (43, 34), (65, 60), (30, 71), (95, 41), (79, 98), (29, 63), (19, 47)]","[0, 0, 0, 1, 1, 0, 1, 3, 0, 0]"
193.npy,"[(92, 84), (64, 54), (59, 83), (14, 55), (89, 22), (62, 75), (36, 87), (93, 18), (9, 15), (68, 84)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
194.npy,"[(90, 83), (9, 12), (85, 57), (85, 41), (74, 41), (25, 89), (70, 23), (63, 17), (52, 17), (83, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
195.npy,"[(43, 64), (13, 68), (70, 82), (44, 78), (89, 20), (92, 73), (22, 53), (3, 15), (2, 68), (95, 24)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
196.npy,"[(25, 20), (54, 87), (22, 90), (59, 75), (88, 16), (43, 50), (88, 75), (77, 63), (93, 53), (24, 17)]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
197.npy,"[(8, 96), (5, 55), (78, 4), (89, 58), (17, 68), (40, 63), (85, 41), (35, 19), (10, 99), (70, 90)]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
198.npy,"[(90, 61), (47, 55), (22, 22), (2, 45), (29, 6), (7, 1), (65, 71), (99, 57), (34, 82), (28, 38)]","[0, 0, 2, 0, 1, 1, 0, 0, 2, 0]"
199.npy,"[(1, 86), (51, 58), (59, 96), (84, 95), (58, 96), (10, 56), (41, 80), (45, 33), (78, 41), (65, 13)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
200.npy,"[(71, 68), (5, 50), (30, 4), (54, 32), (92, 8), (99, 58), (20, 7), (98, 20), (96, 59), (34, 92)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201.npy,"[(8, 16), (86, 70), (94, 89), (59, 23), (67, 32), (88, 81), (12, 22), (20, 84), (21, 24), (84, 96)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202.npy,"[(95, 21), (91, 0), (76, 35), (27, 4), (3, 87), (1, 80), (77, 82), (29, 97), (17, 23), (66, 44)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203.npy,"[(76, 34), (12, 50), (77, 20), (17, 52), (90, 73), (11, 44), (44, 62), (43, 22), (66, 2), (24, 62)]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
204.npy,"[(46, 62), (85, 63), (57, 58), (93, 51), (0, 77), (25, 2), (79, 38), (94, 25), (65, 65), (25, 77)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
205.npy,"[(48, 6), (44, 98), (12, 60), (37, 30), (83, 82), (35, 9), (45, 80), (75, 69), (65, 57), (27, 62)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206.npy,"[(23, 76), (15, 12), (52, 74), (56, 76), (24, 32), (61, 92), (13, 40), (59, 36), (2, 90), (19, 64)]","[0, 0, 2, 3, 0, 1, 1, 0, 0, 0]"
207.npy,"[(47, 36), (0, 83), (32, 81), (63, 95), (11, 94), (7, 96), (92, 33), (36, 12), (35, 93), (46, 7)]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
208.npy,"[(51, 16), (89, 39), (50, 13), (93, 66), (65, 53), (61, 36), (28, 87), (2, 88), (25, 2), (4, 32)]","[5, 0, 8, 0, 0, 0, 5, 0, 0, 1]"
209.npy,"[(12, 28), (84, 34), (44, 71), (0, 59), (43, 36), (55, 20), (77, 7), (3, 75), (24, 71), (30, 64)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
210.npy,"[(11, 64), (21, 18), (87, 65), (15, 23), (65, 67), (38, 97), (56, 17), (74, 38), (60, 42), (51, 46)]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
211.npy,"[(50, 52), (18, 2), (84, 14), (8, 73), (70, 84), (79, 76), (31, 88), (66, 81), (5, 34), (84, 19)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
212.npy,"[(69, 49), (64, 36), (57, 11), (5, 15), (22, 55), (69, 20), (49, 95), (76, 18), (73, 82), (37, 23)]","[4, 4, 0, 0, 0, 0, 0, 0, 6, 0]"
213.npy,"[(37, 99), (14, 78), (21, 1), (9, 38), (6, 28), (60, 3), (28, 46), (84, 16), (58, 0), (28, 75)]","[2, 2, 0, 1, 0, 0, 1, 0, 0, 1]"
214.npy,"[(42, 60), (24, 13), (75, 1), (34, 4), (26, 91), (32, 52), (92, 96), (22, 46), (53, 70), (48, 94)]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
215.npy,"[(4, 74), (24, 20), (29, 42), (35, 48), (9, 63), (38, 67), (33, 82), (49, 42), (48, 19), (61, 5)]","[0, 1, 4, 6, 0, 1, 0, 0, 5, 1]"
216.npy,"[(61, 52), (12, 52), (22, 49), (17, 49), (72, 54), (95, 74), (18, 42), (9, 15), (50, 20), (20, 73)]","[0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
217.npy,"[(67, 19), (66, 42), (24, 42), (93, 97), (15, 25), (33, 20), (32, 35), (26, 55), (84, 82), (26, 0)]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]"
218.npy,"[(32, 2), (95, 14), (7, 99), (39, 50), (46, 94), (82, 20), (58, 38), (70, 69), (62, 87), (88, 42)]","[1, 1, 0, 0, 0, 1, 6, 2, 1, 4]"
219.npy,"[(73, 12), (31, 74), (75, 93), (91, 92), (64, 8), (55, 35), (87, 83), (31, 47), (58, 86), (67, 16)]","[0, 0, 0, 0, 0, 4, 0, 2, 0, 0]"
220.npy,"[(1, 81), (84, 88), (31, 49), (68, 78), (41, 78), (16, 6), (86, 7), (15, 80), (76, 97), (39, 45)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221.npy,"[(13, 55), (33, 83), (83, 39), (44, 4), (33, 33), (9, 99), (31, 91), (18, 47), (48, 18), (11, 92)]","[6, 2, 0, 1, 1, 1, 1, 6, 2, 2]"
222.npy,"[(98, 3), (71, 28), (53, 11), (82, 98), (26, 5), (44, 45), (4, 67), (64, 26), (12, 43), (38, 58)]","[2, 3, 4, 0, 5, 3, 0, 1, 0, 0]"
223.npy,"[(56, 87), (41, 88), (93, 81), (12, 90), (55, 80), (62, 62), (64, 81), (93, 86), (71, 35), (76, 33)]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
224.npy,"[(38, 67), (44, 70), (4, 3), (34, 5), (35, 76), (47, 86), (64, 75), (18, 44), (11, 69), (68, 38)]","[0, 1, 1, 0, 1, 2, 0, 1, 1, 0]"
225.npy,"[(26, 94), (16, 74), (83, 82), (98, 40), (77, 52), (3, 51), (34, 68), (47, 10), (30, 90), (63, 76)]","[1, 0, 0, 0, 1, 0, 0, 0, 1, 3]"
226.npy,"[(15, 23), (89, 99), (31, 2), (14, 45), (35, 98), (89, 43), (92, 66), (13, 48), (11, 79), (0, 85)]","[0, 0, 2, 1, 1, 0, 0, 1, 1, 0]"
227.npy,"[(21, 96), (56, 88), (95, 82), (80, 10), (23, 71), (12, 56), (86, 34), (59, 35), (50, 19), (1, 47)]","[7, 6, 3, 0, 0, 0, 0, 0, 4, 0]"
228.npy,"[(17, 11), (50, 59), (96, 88), (82, 43), (87, 90), (2, 77), (38, 86), (42, 73), (12, 16), (42, 83)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
229.npy,"[(35, 27), (84, 45), (16, 38), (28, 68), (66, 30), (17, 15), (49, 28), (76, 44), (1, 7), (42, 63)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
230.npy,"[(81, 45), (93, 67), (86, 83), (30, 25), (33, 55), (99, 23), (76, 86), (48, 62), (58, 26), (15, 78)]","[0, 0, 0, 0, 1, 0, 0, 7, 1, 1]"
231.npy,"[(94, 56), (86, 78), (45, 51), (13, 72), (90, 30), (53, 2), (93, 4), (84, 4), (10, 37), (22, 59)]","[2, 5, 0, 0, 0, 7, 0, 0, 0, 0]"
232.npy,"[(79, 81), (71, 64), (37, 51), (37, 54), (96, 83), (76, 47), (77, 31), (85, 49), (0, 30), (98, 86)]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
233.npy,"[(9, 54), (79, 39), (11, 98), (65, 6), (69, 50), (40, 76), (41, 71), (20, 88), (93, 40), (44, 69)]","[0, 0, 0, 0, 5, 3, 4, 0, 0, 4]"
234.npy,"[(46, 58), (45, 96), (18, 61), (67, 21), (59, 99), (69, 38), (3, 72), (90, 62), (97, 31), (99, 5)]","[3, 0, 0, 0, 3, 2, 0, 2, 7, 2]"
235.npy,"[(67, 36), (77, 81), (25, 76), (60, 59), (12, 76), (55, 50), (63, 61), (43, 77), (28, 75), (19, 17)]","[0, 2, 0, 2, 0, 1, 4, 2, 0, 0]"
236.npy,"[(77, 71), (93, 48), (73, 18), (86, 68), (50, 7), (39, 52), (99, 99), (5, 77), (10, 10), (59, 50)]","[0, 3, 3, 0, 0, 1, 0, 0, 0, 2]"
237.npy,"[(82, 24), (59, 38), (68, 95), (27, 74), (34, 20), (83, 15), (35, 41), (37, 31), (90, 76), (24, 75)]","[0, 0, 0, 1, 5, 0, 0, 1, 0, 1]"
238.npy,"[(11, 42), (38, 19), (50, 68), (17, 23), (25, 88), (24, 50), (87, 77), (18, 1), (70, 82), (76, 30)]","[0, 0, 1, 0, 3, 0, 1, 0, 1, 2]"
239.npy,"[(89, 82), (88, 92), (20, 4), (18, 16), (28, 44), (59, 14), (89, 84), (37, 89), (99, 25), (25, 89)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
240.npy,"[(35, 89), (36, 50), (54, 81), (10, 85), (21, 34), (99, 99), (55, 41), (12, 62), (12, 21), (3, 37)]","[2, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
241.npy,"[(46, 44), (23, 3), (13, 98), (30, 22), (86, 72), (12, 79), (77, 2), (11, 10), (8, 74), (65, 0)]","[0, 1, 0, 2, 0, 0, 0, 0, 0, 0]"
242.npy,"[(30, 98), (54, 60), (26, 16), (97, 87), (41, 10), (50, 75), (35, 51), (40, 55), (53, 74), (51, 92)]","[0, 0, 1, 1, 4, 1, 2, 1, 1, 1]"
243.npy,"[(20, 68), (40, 42), (19, 92), (89, 83), (52, 79), (2, 22), (77, 98), (89, 26), (69, 62), (2, 5)]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 2]"
244.npy,"[(1, 58), (75, 28), (19, 96), (11, 15), (75, 96), (79, 84), (78, 22), (79, 70), (76, 37), (31, 93)]","[0, 1, 0, 0, 0, 0, 2, 0, 1, 1]"
245.npy,"[(28, 83), (17, 7), (55, 92), (73, 96), (9, 96), (91, 74), (61, 71), (96, 36), (70, 94), (98, 96)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
246.npy,"[(20, 57), (65, 36), (35, 47), (71, 30), (22, 21), (46, 24), (14, 71), (79, 39), (84, 19), (59, 74)]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
247.npy,"[(24, 38), (98, 1), (13, 94), (86, 5), (86, 15), (0, 13), (38, 18), (14, 16), (47, 26), (87, 71)]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
248.npy,"[(32, 42), (56, 79), (82, 81), (9, 48), (38, 93), (47, 37), (71, 44), (67, 56), (90, 47), (39, 65)]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0]"
249.npy,"[(94, 28), (16, 91), (24, 96), (7, 70), (98, 15), (78, 25), (16, 36), (27, 98), (75, 85), (70, 8)]","[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
250.npy,"[(19, 51), (68, 78), (53, 82), (59, 36), (10, 45), (99, 29), (80, 2), (39, 40), (92, 7), (9, 0)]","[0, 0, 0, 0, 0, 1, 2, 0, 2, 0]"
251.npy,"[(65, 55), (67, 21), (59, 85), (5, 30), (84, 0), (82, 70), (81, 93), (31, 25), (31, 60), (35, 92)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
252.npy,"[(28, 87), (0, 56), (72, 57), (43, 38), (44, 66), (88, 75), (45, 2), (38, 40), (27, 74), (95, 12)]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
253.npy,"[(19, 62), (85, 22), (51, 26), (85, 75), (76, 69), (25, 29), (19, 28), (11, 89), (45, 16), (52, 12)]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
254.npy,"[(6, 48), (62, 91), (87, 55), (90, 5), (14, 57), (96, 89), (85, 95), (40, 94), (77, 29), (68, 33)]","[0, 1, 2, 3, 0, 1, 1, 2, 3, 2]"
255.npy,"[(4, 10), (96, 75), (51, 36), (61, 34), (52, 94), (25, 57), (22, 33), (30, 88), (16, 91), (28, 68)]","[1, 0, 2, 0, 2, 1, 1, 1, 0, 3]"
256.npy,"[(15, 42), (84, 1), (41, 53), (65, 87), (22, 58), (48, 58), (27, 46), (17, 42), (0, 36), (45, 58)]","[0, 1, 1, 0, 0, 4, 0, 0, 0, 1]"
257.npy,"[(42, 15), (45, 51), (47, 91), (20, 83), (77, 32), (59, 44), (97, 0), (75, 85), (55, 26), (82, 8)]","[6, 5, 3, 0, 0, 0, 0, 0, 3, 0]"
258.npy,"[(46, 10), (17, 16), (59, 59), (72, 99), (10, 72), (57, 58), (96, 96), (85, 80), (37, 35), (71, 58)]","[1, 0, 1, 2, 0, 2, 1, 4, 9, 5]"
259.npy,"[(97, 38), (95, 96), (28, 53), (45, 62), (40, 97), (47, 62), (96, 85), (50, 83), (40, 35), (32, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
260.npy,"[(53, 4), (43, 70), (51, 49), (50, 67), (95, 17), (24, 11), (78, 2), (64, 0), (73, 79), (66, 45)]","[0, 2, 2, 2, 1, 0, 0, 0, 1, 1]"
261.npy,"[(44, 13), (70, 95), (66, 68), (52, 71), (9, 5), (30, 54), (10, 0), (23, 31), (22, 38), (38, 9)]","[3, 2, 2, 2, 0, 12, 0, 1, 1, 1]"
262.npy,"[(26, 23), (52, 60), (97, 80), (63, 50), (20, 95), (83, 10), (91, 74), (84, 59), (82, 27), (78, 30)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
263.npy,"[(47, 63), (80, 41), (7, 82), (38, 77), (4, 58), (87, 44), (50, 19), (68, 8), (91, 67), (17, 85)]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
264.npy,"[(55, 65), (32, 20), (66, 23), (87, 51), (76, 77), (63, 4), (80, 62), (21, 98), (14, 69), (56, 56)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
265.npy,"[(70, 23), (79, 32), (86, 64), (94, 32), (66, 8), (20, 30), (35, 95), (60, 75), (7, 10), (5, 5)]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
266.npy,"[(96, 67), (62, 13), (18, 51), (74, 62), (57, 48), (78, 12), (87, 10), (13, 84), (85, 54), (39, 65)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
267.npy,"[(26, 17), (19, 47), (59, 85), (80, 46), (81, 5), (13, 80), (14, 19), (37, 86), (19, 87), (56, 57)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
268.npy,"[(55, 31), (40, 15), (34, 9), (91, 70), (23, 4), (36, 44), (58, 20), (66, 89), (54, 90), (4, 98)]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
269.npy,"[(44, 2), (53, 53), (19, 46), (38, 46), (17, 21), (17, 54), (45, 1), (35, 37), (36, 49), (20, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
270.npy,"[(62, 6), (5, 26), (40, 72), (33, 10), (29, 55), (82, 89), (30, 0), (26, 98), (88, 53), (62, 44)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
271.npy,"[(53, 65), (69, 7), (12, 58), (87, 2), (41, 82), (64, 37), (51, 93), (74, 5), (27, 33), (14, 26)]","[1, 0, 0, 0, 0, 1, 0, 0, 2, 0]"
272.npy,"[(5, 8), (10, 58), (53, 67), (81, 19), (37, 98), (48, 86), (36, 5), (74, 61), (58, 52), (5, 81)]","[0, 0, 2, 5, 4, 2, 7, 4, 8, 0]"
273.npy,"[(42, 91), (40, 34), (97, 69), (90, 86), (66, 31), (74, 27), (78, 2), (37, 55), (54, 12), (24, 58)]","[0, 2, 0, 0, 4, 3, 1, 0, 1, 0]"
274.npy,"[(90, 30), (12, 89), (65, 64), (94, 1), (26, 28), (25, 11), (15, 51), (47, 27), (33, 77), (10, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
275.npy,"[(31, 94), (66, 88), (15, 94), (94, 36), (7, 9), (26, 94), (73, 14), (86, 98), (48, 74), (95, 12)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
